manteau;costume_rouge.png;ceremonie;rouge;mode
manteau;costume_vert.png;ceremonie;vert;
manteau;doudoune_bleu.png;rando;bleu;casual
manteau;doudoune_grise.png;rando;gris;casual
manteau;doudoune_noir.png;rando;noir;casual
manteau;doudoune_orange.png;hiver;dore;casual
manteau;doudoune_rouge.png;hiver;rouge;feminin
manteau;doudoune_vert.png;hiver;vert;casual
manteau;imper_beige.png;city;casual;
manteau;imper_bleu.png;casual;bleu;city
manteau;imper_gris.png;city;ceremonie;gris
manteau;imper_noir.png;ceremonie;noir;city
manteau;kway_beige.png;rando;;
manteau;kway_bleu.png;rando;bleu;
manteau;kway_rouge.png;rando;rouge;
manteau;kway_vert.png;rando;vert;feminin
manteau;mantea_vert.png;fripe;vert;
manteau;manteau_bleu.png;city;bleu;casual
manteau;manteau_gris.png;city;fripe;gris
manteau;manteau_rouge.png;fripe;rouge;
manteau;parka_beige.png;casual;rando;
manteau;parka_grise.png;casual;rando;gris
manteau;parka_noir.png;casual;rando;noir
manteau;veste_bleu.png;rando;mode;bleu
manteau;veste_cuir.png;mode;gris;casual
manteau;veste_fleuri.png;casual;imprime;rando
manteau;veste_jean.png;jean;casual;mode
manteau;veste_noir.png;casual;noir;mode
manteau;veste_rouge.png;rouge;casual;mode
manteau;veste_vert.png;vert;casual;rando

